transaction_ref,customer_ref,customer_name,customer_success_rate,amount,payment_method,failure_code,retry_count,predicted_recovery_probability,recommended_action,actual_outcome,amount_recovered,timestamp
SIM-TXN-00406,CUST-0235,Rohan Deshmukh,71.2,4016.96,UPI,UNKNOWN,2,10.0,STOP,NOT_ATTEMPTED,0.0,2026-08-06 03:21:33.043570
SIM-TXN-00407,CUST-0259,Kunal Patil,82.44,1038.89,WALLET,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,1038.89,2026-08-04 14:59:33.043570
SIM-TXN-00408,CUST-0223,Amit Joshi,70.08,2177.86,CARD,AUTH_FAILED,0,47.0,ESCALATE,SUCCESS,2177.86,2026-08-16 03:02:33.043570
SIM-TXN-00409,CUST-0475,Rohan Deshmukh,78.22,2687.15,NETBANKING,INSUFFICIENT_FUNDS,1,38.0,ESCALATE,FAILED,0.0,2026-08-12 10:07:33.043570
SIM-TXN-00410,CUST-0039,Kunal Patil,87.67,3683.25,CARD,UNKNOWN,2,15.0,STOP,NOT_ATTEMPTED,0.0,2026-08-06 17:59:33.043570
SIM-TXN-00411,CUST-0080,Ananya Kulkarni,85.59,4312.58,WALLET,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,4312.58,2026-08-07 06:50:33.043570
SIM-TXN-00412,CUST-0275,Rohan Deshmukh,93.74,992.56,CARD,BANK_ERROR,1,70.0,RETRY,SUCCESS,992.56,2026-08-13 20:25:33.043570
SIM-TXN-00413,CUST-0437,Aditya More,69.46,715.3,CARD,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-15 15:15:33.043570
SIM-TXN-00414,CUST-0424,Sneha Kulkarni,69.48,6782.77,UPI,INSUFFICIENT_FUNDS,0,43.0,ESCALATE,FAILED,0.0,2026-08-16 17:00:33.043570
SIM-TXN-00415,CUST-0076,Neha Shah,57.69,3183.87,CARD,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,3183.87,2026-08-04 00:26:33.043570
SIM-TXN-00416,CUST-0347,Aditya More,95.4,1341.05,CARD,BANK_TIMEOUT,0,88.0,RETRY,FAILED,0.0,2026-08-22 08:53:33.043570
SIM-TXN-00417,CUST-0285,Rohan Deshmukh,58.37,8441.55,CARD,INSUFFICIENT_FUNDS,0,38.0,ESCALATE,FAILED,0.0,2026-08-08 03:39:33.043570
SIM-TXN-00418,CUST-0063,Amit Joshi,53.38,2677.23,CARD,BANK_TIMEOUT,0,78.0,RETRY,SUCCESS,2677.23,2026-08-20 00:30:33.043570
SIM-TXN-00419,CUST-0191,Rahul Sharma,56.81,6269.41,UPI,INSUFFICIENT_FUNDS,2,13.0,STOP,NOT_ATTEMPTED,0.0,2026-08-28 11:09:33.043570
SIM-TXN-00420,CUST-0133,Amit Joshi,80.79,2576.06,UPI,UNKNOWN,0,40.0,ESCALATE,FAILED,0.0,2026-08-10 18:57:33.043570
SIM-TXN-00421,CUST-0463,Amit Joshi,71.25,12690.37,CARD,AUTH_FAILED,0,47.0,ESCALATE,FAILED,0.0,2026-08-16 21:06:33.043570
SIM-TXN-00422,CUST-0063,Amit Joshi,53.38,9939.51,WALLET,BANK_TIMEOUT,0,78.0,RETRY,SUCCESS,9939.51,2026-08-27 21:48:33.043570
SIM-TXN-00423,CUST-0222,Priya Patil,80.81,1999.85,WALLET,INSUFFICIENT_FUNDS,1,43.0,ESCALATE,SUCCESS,1999.85,2026-08-21 04:59:33.043570
SIM-TXN-00424,CUST-0089,Kunal Patil,68.93,5309.52,CARD,BANK_ERROR,1,65.0,NOTIFY,SUCCESS,5309.52,2026-08-08 13:18:33.043570
SIM-TXN-00425,CUST-0018,Pooja Jadhav,83.68,4090.0,CARD,AUTH_FAILED,2,27.0,STOP,NOT_ATTEMPTED,0.0,2026-08-15 05:18:33.043570
SIM-TXN-00426,CUST-0256,Neha Shah,92.33,7294.71,WALLET,BANK_ERROR,0,75.0,RETRY,SUCCESS,7294.71,2026-08-19 05:19:33.043570
SIM-TXN-00427,CUST-0071,Rahul Sharma,73.59,1127.84,CARD,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-26 12:47:33.043570
SIM-TXN-00428,CUST-0407,Aditya More,75.54,4225.28,WALLET,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-18 03:12:33.043570
SIM-TXN-00429,CUST-0246,Neha Shah,67.62,5691.56,WALLET,AUTH_FAILED,1,42.0,ESCALATE,FAILED,0.0,2026-08-24 15:42:33.043570
SIM-TXN-00430,CUST-0165,Rohan Deshmukh,45.19,597.65,CARD,BANK_ERROR,0,65.0,NOTIFY,SUCCESS,597.65,2026-08-11 18:11:33.043570
SIM-TXN-00431,CUST-0016,Neha Shah,50.13,947.09,NETBANKING,UNKNOWN,0,30.0,ESCALATE,FAILED,0.0,2026-08-23 06:10:33.043570
SIM-TXN-00432,CUST-0272,Priya Patil,68.1,477.52,CARD,BANK_ERROR,0,70.0,RETRY,SUCCESS,477.52,2026-08-31 16:26:33.043570
SIM-TXN-00433,CUST-0124,Sneha Kulkarni,53.2,1967.41,UPI,BANK_TIMEOUT,0,78.0,RETRY,SUCCESS,1967.41,2026-08-19 11:13:33.043570
SIM-TXN-00434,CUST-0182,Priya Patil,91.72,4333.08,CARD,UNKNOWN,0,40.0,ESCALATE,SUCCESS,4333.08,2026-08-16 06:18:33.043570
SIM-TXN-00435,CUST-0413,Amit Joshi,63.44,8118.38,NETBANKING,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-03 01:46:33.043570
SIM-TXN-00436,CUST-0361,Rahul Sharma,70.37,2589.64,CARD,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-10 08:34:33.043570
SIM-TXN-00437,CUST-0429,Kunal Patil,51.94,8981.23,WALLET,UNKNOWN,2,5.0,STOP,NOT_ATTEMPTED,0.0,2026-08-15 20:32:33.043570
SIM-TXN-00438,CUST-0090,Ananya Kulkarni,56.91,809.1,UPI,BANK_ERROR,0,65.0,NOTIFY,SUCCESS,809.1,2026-08-11 17:57:33.043570
SIM-TXN-00439,CUST-0011,Rahul Sharma,85.22,624.71,UPI,AUTH_FAILED,1,47.0,ESCALATE,FAILED,0.0,2026-08-10 23:01:33.043570
SIM-TXN-00440,CUST-0413,Amit Joshi,63.44,2334.52,CARD,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,2334.52,2026-08-08 12:18:33.043570
SIM-TXN-00441,CUST-0301,Rahul Sharma,75.52,3318.45,CARD,INSUFFICIENT_FUNDS,0,43.0,ESCALATE,FAILED,0.0,2026-08-18 09:31:33.043570
SIM-TXN-00442,CUST-0492,Priya Patil,71.38,2377.59,WALLET,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-06 09:19:33.043570
SIM-TXN-00443,CUST-0173,Amit Joshi,67.78,466.87,CARD,BANK_ERROR,0,70.0,RETRY,FAILED,0.0,2026-08-21 16:08:33.043570
SIM-TXN-00444,CUST-0406,Neha Shah,97.98,2272.65,WALLET,AUTH_FAILED,2,27.0,STOP,NOT_ATTEMPTED,0.0,2026-08-16 05:31:33.043570
SIM-TXN-00445,CUST-0090,Ananya Kulkarni,56.91,859.56,NETBANKING,INSUFFICIENT_FUNDS,0,38.0,ESCALATE,FAILED,0.0,2026-08-09 18:29:33.043570
SIM-TXN-00446,CUST-0194,Sneha Kulkarni,63.61,4170.28,NETBANKING,BANK_ERROR,0,70.0,RETRY,SUCCESS,4170.28,2026-08-01 20:55:33.043570
SIM-TXN-00447,CUST-0486,Neha Shah,67.83,3272.4,WALLET,INSUFFICIENT_FUNDS,2,18.0,STOP,NOT_ATTEMPTED,0.0,2026-08-03 06:20:33.043570
SIM-TXN-00448,CUST-0094,Sneha Kulkarni,48.12,1150.67,CARD,AUTH_FAILED,2,17.0,STOP,NOT_ATTEMPTED,0.0,2026-08-27 12:41:33.043570
SIM-TXN-00449,CUST-0054,Sneha Kulkarni,86.98,1617.94,CARD,UNKNOWN,1,35.0,ESCALATE,FAILED,0.0,2026-08-12 14:55:33.043570
SIM-TXN-00450,CUST-0178,Pooja Jadhav,91.86,1045.9,CARD,UNKNOWN,2,15.0,STOP,NOT_ATTEMPTED,0.0,2026-08-05 19:52:33.043570
SIM-TXN-00451,CUST-0421,Rahul Sharma,51.14,2321.24,NETBANKING,INSUFFICIENT_FUNDS,1,33.0,ESCALATE,SUCCESS,2321.24,2026-08-11 07:59:33.043570
SIM-TXN-00452,CUST-0128,Pooja Jadhav,48.03,5240.19,NETBANKING,INSUFFICIENT_FUNDS,1,33.0,ESCALATE,FAILED,0.0,2026-08-01 20:21:33.043570
SIM-TXN-00453,CUST-0025,Rohan Deshmukh,85.97,1109.23,WALLET,BANK_ERROR,0,75.0,RETRY,FAILED,0.0,2026-08-24 05:32:33.043570
SIM-TXN-00454,CUST-0452,Priya Patil,97.94,3652.76,WALLET,BANK_ERROR,0,75.0,RETRY,FAILED,0.0,2026-08-28 02:21:33.043570
SIM-TXN-00455,CUST-0334,Sneha Kulkarni,70.89,1596.86,CARD,INSUFFICIENT_FUNDS,0,43.0,ESCALATE,FAILED,0.0,2026-08-03 07:27:33.043570
SIM-TXN-00456,CUST-0151,Rahul Sharma,89.19,1294.27,NETBANKING,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,1294.27,2026-08-09 12:46:33.043570
SIM-TXN-00457,CUST-0455,Rohan Deshmukh,62.62,2240.32,UPI,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-06 00:39:33.043570
SIM-TXN-00458,CUST-0174,Sneha Kulkarni,61.34,1066.15,WALLET,AUTH_FAILED,2,22.0,STOP,NOT_ATTEMPTED,0.0,2026-08-03 04:49:33.043570
SIM-TXN-00459,CUST-0221,Rahul Sharma,69.64,1567.25,CARD,UNKNOWN,2,10.0,STOP,NOT_ATTEMPTED,0.0,2026-08-21 13:13:33.043570
SIM-TXN-00460,CUST-0081,Rahul Sharma,79.97,936.08,NETBANKING,BANK_TIMEOUT,0,83.0,RETRY,FAILED,0.0,2026-08-20 10:00:33.043570
SIM-TXN-00461,CUST-0357,Aditya More,60.48,11752.02,NETBANKING,AUTH_FAILED,2,22.0,STOP,NOT_ATTEMPTED,0.0,2026-08-14 14:27:33.043570
SIM-TXN-00462,CUST-0153,Amit Joshi,45.41,2510.43,UPI,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,2510.43,2026-08-24 03:12:33.043570
SIM-TXN-00463,CUST-0079,Kunal Patil,88.25,1394.4,UPI,BANK_TIMEOUT,1,83.0,RETRY,SUCCESS,1394.4,2026-08-30 05:43:33.043570
SIM-TXN-00464,CUST-0308,Pooja Jadhav,73.24,2896.28,UPI,BANK_ERROR,0,70.0,RETRY,SUCCESS,2896.28,2026-08-30 20:02:33.043570
SIM-TXN-00465,CUST-0150,Ananya Kulkarni,60.1,2230.85,WALLET,UNKNOWN,0,35.0,ESCALATE,SUCCESS,2230.85,2026-08-19 21:06:33.043570
SIM-TXN-00466,CUST-0242,Priya Patil,69.19,2045.15,NETBANKING,BANK_ERROR,0,70.0,RETRY,SUCCESS,2045.15,2026-08-19 10:14:33.043570
SIM-TXN-00467,CUST-0095,Rohan Deshmukh,92.99,3989.15,WALLET,BANK_ERROR,1,70.0,RETRY,SUCCESS,3989.15,2026-08-03 19:42:33.043570
SIM-TXN-00468,CUST-0135,Rohan Deshmukh,58.05,4473.86,NETBANKING,BANK_ERROR,0,65.0,NOTIFY,FAILED,0.0,2026-08-27 11:16:33.043570
SIM-TXN-00469,CUST-0032,Priya Patil,77.28,1596.55,UPI,BANK_TIMEOUT,0,83.0,RETRY,SUCCESS,1596.55,2026-08-26 10:22:33.043570
SIM-TXN-00470,CUST-0212,Priya Patil,62.29,1539.7,CARD,UNKNOWN,2,10.0,STOP,NOT_ATTEMPTED,0.0,2026-08-04 13:34:33.043570
SIM-TXN-00471,CUST-0431,Rahul Sharma,51.44,1958.55,WALLET,BANK_ERROR,2,40.0,STOP,NOT_ATTEMPTED,0.0,2026-08-23 09:36:33.043570
SIM-TXN-00472,CUST-0294,Sneha Kulkarni,74.89,387.01,WALLET,UNKNOWN,1,30.0,ESCALATE,SUCCESS,387.01,2026-08-03 08:53:33.043570
SIM-TXN-00473,CUST-0258,Pooja Jadhav,65.3,726.22,CARD,AUTH_FAILED,0,47.0,ESCALATE,FAILED,0.0,2026-08-22 05:26:33.043570
SIM-TXN-00474,CUST-0089,Kunal Patil,68.93,7284.47,CARD,UNKNOWN,0,35.0,ESCALATE,FAILED,0.0,2026-08-07 12:47:33.043570
SIM-TXN-00475,CUST-0022,Priya Patil,91.93,9099.49,WALLET,BANK_ERROR,0,75.0,RETRY,FAILED,0.0,2026-08-30 08:03:33.043570
SIM-TXN-00476,CUST-0076,Neha Shah,57.69,1999.74,NETBANKING,INSUFFICIENT_FUNDS,1,33.0,ESCALATE,FAILED,0.0,2026-08-04 20:09:33.043570
SIM-TXN-00477,CUST-0045,Rohan Deshmukh,52.57,3870.91,WALLET,BANK_ERROR,2,40.0,STOP,NOT_ATTEMPTED,0.0,2026-08-16 15:11:33.043570
SIM-TXN-00478,CUST-0439,Kunal Patil,71.41,3130.66,WALLET,BANK_TIMEOUT,0,83.0,RETRY,SUCCESS,3130.66,2026-08-30 03:30:33.043570
SIM-TXN-00479,CUST-0301,Rahul Sharma,75.52,28655.61,WALLET,AUTH_FAILED,0,47.0,ESCALATE,SUCCESS,28655.61,2026-08-08 12:50:33.043570
SIM-TXN-00480,CUST-0291,Rahul Sharma,55.57,5976.92,UPI,AUTH_FAILED,0,42.0,ESCALATE,FAILED,0.0,2026-08-06 09:16:33.043570
SIM-TXN-00481,CUST-0403,Amit Joshi,58.27,2203.2,NETBANKING,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,2203.2,2026-08-31 14:10:33.043570
SIM-TXN-00482,CUST-0249,Kunal Patil,68.85,1136.34,WALLET,AUTH_FAILED,0,47.0,ESCALATE,SUCCESS,1136.34,2026-08-20 03:07:33.043570
SIM-TXN-00483,CUST-0074,Sneha Kulkarni,50.93,675.09,WALLET,AUTH_FAILED,0,42.0,ESCALATE,SUCCESS,675.09,2026-08-16 21:02:33.043570
SIM-TXN-00484,CUST-0354,Sneha Kulkarni,61.02,2872.02,WALLET,BANK_TIMEOUT,1,78.0,RETRY,FAILED,0.0,2026-08-02 17:03:33.043570
SIM-TXN-00485,CUST-0173,Amit Joshi,67.78,1332.64,NETBANKING,INSUFFICIENT_FUNDS,1,38.0,ESCALATE,SUCCESS,1332.64,2026-08-24 03:56:33.043570
SIM-TXN-00486,CUST-0440,Ananya Kulkarni,71.97,782.27,UPI,INSUFFICIENT_FUNDS,0,43.0,ESCALATE,SUCCESS,782.27,2026-08-21 22:57:33.043570
SIM-TXN-00487,CUST-0397,Aditya More,51.59,1454.97,NETBANKING,INSUFFICIENT_FUNDS,2,13.0,STOP,NOT_ATTEMPTED,0.0,2026-08-20 18:11:33.043570
SIM-TXN-00488,CUST-0310,Ananya Kulkarni,45.67,1027.37,CARD,AUTH_FAILED,1,37.0,ESCALATE,SUCCESS,1027.37,2026-08-20 07:42:33.043570
SIM-TXN-00489,CUST-0380,Ananya Kulkarni,80.0,9411.74,NETBANKING,BANK_ERROR,0,75.0,RETRY,SUCCESS,9411.74,2026-08-09 00:36:33.043570
SIM-TXN-00490,CUST-0034,Sneha Kulkarni,53.66,4940.94,WALLET,BANK_ERROR,0,65.0,NOTIFY,FAILED,0.0,2026-08-25 15:37:33.043570
SIM-TXN-00491,CUST-0451,Rahul Sharma,89.39,2425.09,CARD,AUTH_FAILED,0,52.0,NOTIFY,FAILED,0.0,2026-08-10 22:12:33.043570
SIM-TXN-00492,CUST-0429,Kunal Patil,51.94,7974.11,UPI,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,7974.11,2026-08-18 04:35:33.043570
SIM-TXN-00493,CUST-0361,Rahul Sharma,70.37,2596.44,NETBANKING,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,2596.44,2026-08-30 17:00:33.043570
SIM-TXN-00494,CUST-0473,Amit Joshi,90.17,1225.34,UPI,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,1225.34,2026-08-28 19:49:33.043570
SIM-TXN-00495,CUST-0229,Kunal Patil,87.75,8254.38,WALLET,BANK_TIMEOUT,2,63.0,STOP,NOT_ATTEMPTED,0.0,2026-08-26 21:10:33.043570
SIM-TXN-00496,CUST-0180,Ananya Kulkarni,94.07,3756.07,NETBANKING,BANK_ERROR,2,50.0,STOP,NOT_ATTEMPTED,0.0,2026-08-05 21:41:33.043570
SIM-TXN-00497,CUST-0146,Neha Shah,48.88,1064.44,UPI,BANK_TIMEOUT,0,78.0,RETRY,SUCCESS,1064.44,2026-08-11 13:03:33.043570
SIM-TXN-00498,CUST-0439,Kunal Patil,71.41,2095.88,CARD,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-11 04:46:33.043570
SIM-TXN-00499,CUST-0138,Pooja Jadhav,74.96,1211.37,UPI,AUTH_FAILED,2,22.0,STOP,NOT_ATTEMPTED,0.0,2026-08-02 04:41:33.043570
SIM-TXN-00500,CUST-0243,Amit Joshi,80.38,807.35,CARD,UNKNOWN,2,15.0,STOP,NOT_ATTEMPTED,0.0,2026-08-02 04:12:33.043570
SIM-TXN-00501,CUST-0115,Rohan Deshmukh,89.31,5120.17,NETBANKING,BANK_TIMEOUT,2,63.0,STOP,NOT_ATTEMPTED,0.0,2026-08-31 01:00:33.043570
SIM-TXN-00502,CUST-0141,Rahul Sharma,57.65,11243.36,WALLET,BANK_ERROR,1,60.0,NOTIFY,SUCCESS,11243.36,2026-08-11 17:18:33.043570
SIM-TXN-00503,CUST-0239,Kunal Patil,54.32,797.23,WALLET,BANK_ERROR,2,40.0,STOP,NOT_ATTEMPTED,0.0,2026-08-06 10:43:33.043570
SIM-TXN-00504,CUST-0004,Sneha Kulkarni,49.61,3829.06,NETBANKING,AUTH_FAILED,2,17.0,STOP,NOT_ATTEMPTED,0.0,2026-08-31 06:02:33.043570
SIM-TXN-00505,CUST-0305,Rohan Deshmukh,90.07,1450.24,NETBANKING,AUTH_FAILED,2,27.0,STOP,NOT_ATTEMPTED,0.0,2026-08-06 17:02:33.043570
SIM-TXN-00506,CUST-0247,Aditya More,68.63,1652.92,NETBANKING,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-16 14:06:33.043570
SIM-TXN-00507,CUST-0442,Priya Patil,96.95,1519.42,NETBANKING,BANK_TIMEOUT,0,88.0,RETRY,SUCCESS,1519.42,2026-08-12 17:26:33.043570
SIM-TXN-00508,CUST-0461,Rahul Sharma,82.38,1222.69,WALLET,BANK_TIMEOUT,2,63.0,STOP,NOT_ATTEMPTED,0.0,2026-08-16 08:02:33.043570
SIM-TXN-00509,CUST-0349,Kunal Patil,59.65,2537.2,UPI,BANK_TIMEOUT,2,53.0,STOP,NOT_ATTEMPTED,0.0,2026-08-24 10:13:33.043570
SIM-TXN-00510,CUST-0152,Priya Patil,77.42,1255.44,WALLET,BANK_TIMEOUT,1,78.0,RETRY,SUCCESS,1255.44,2026-08-03 09:32:33.043570
SIM-TXN-00511,CUST-0299,Kunal Patil,96.13,3030.14,CARD,INSUFFICIENT_FUNDS,1,43.0,ESCALATE,FAILED,0.0,2026-08-11 21:50:33.043570
SIM-TXN-00512,CUST-0352,Priya Patil,89.13,2344.46,WALLET,AUTH_FAILED,2,27.0,STOP,NOT_ATTEMPTED,0.0,2026-08-18 02:32:33.043570
SIM-TXN-00513,CUST-0260,Ananya Kulkarni,66.99,2015.94,CARD,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-27 04:43:33.043570
SIM-TXN-00514,CUST-0093,Amit Joshi,45.38,1180.8,WALLET,BANK_TIMEOUT,0,78.0,RETRY,SUCCESS,1180.8,2026-08-27 05:34:33.043570
SIM-TXN-00515,CUST-0391,Rahul Sharma,56.91,1538.53,NETBANKING,UNKNOWN,2,5.0,STOP,NOT_ATTEMPTED,0.0,2026-08-05 20:30:33.043570
SIM-TXN-00516,CUST-0114,Sneha Kulkarni,50.19,4466.29,NETBANKING,BANK_ERROR,1,60.0,NOTIFY,FAILED,0.0,2026-08-16 20:51:33.043570
SIM-TXN-00517,CUST-0191,Rahul Sharma,56.81,3643.62,NETBANKING,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,3643.62,2026-08-23 04:55:33.043570
SIM-TXN-00518,CUST-0028,Pooja Jadhav,78.69,1116.5,UPI,INSUFFICIENT_FUNDS,1,38.0,ESCALATE,FAILED,0.0,2026-08-24 13:37:33.043570
SIM-TXN-00519,CUST-0062,Priya Patil,50.91,2642.46,WALLET,INSUFFICIENT_FUNDS,2,13.0,STOP,NOT_ATTEMPTED,0.0,2026-08-15 08:51:33.043570
SIM-TXN-00520,CUST-0212,Priya Patil,62.29,4452.0,CARD,BANK_TIMEOUT,0,83.0,RETRY,FAILED,0.0,2026-08-17 09:15:33.043570
SIM-TXN-00521,CUST-0210,Ananya Kulkarni,83.15,641.93,WALLET,UNKNOWN,0,40.0,ESCALATE,FAILED,0.0,2026-08-09 23:57:33.043570
SIM-TXN-00522,CUST-0399,Kunal Patil,71.53,3769.46,NETBANKING,BANK_TIMEOUT,2,58.0,STOP,NOT_ATTEMPTED,0.0,2026-08-09 20:06:33.043570
SIM-TXN-00523,CUST-0161,Rahul Sharma,90.2,1436.41,UPI,AUTH_FAILED,1,47.0,ESCALATE,SUCCESS,1436.41,2026-08-09 11:07:33.043570
SIM-TXN-00524,CUST-0296,Neha Shah,85.65,3852.51,WALLET,INSUFFICIENT_FUNDS,0,48.0,ESCALATE,SUCCESS,3852.51,2026-08-21 12:41:33.043570
SIM-TXN-00525,CUST-0325,Rohan Deshmukh,62.83,1325.3,WALLET,BANK_ERROR,1,65.0,NOTIFY,SUCCESS,1325.3,2026-08-03 12:10:33.043570
SIM-TXN-00526,CUST-0274,Sneha Kulkarni,83.38,575.99,NETBANKING,BANK_TIMEOUT,0,88.0,RETRY,FAILED,0.0,2026-08-25 22:59:33.043570
SIM-TXN-00527,CUST-0098,Pooja Jadhav,56.35,663.79,UPI,BANK_TIMEOUT,2,53.0,STOP,NOT_ATTEMPTED,0.0,2026-08-13 02:44:33.043570
SIM-TXN-00528,CUST-0116,Neha Shah,94.1,2536.32,NETBANKING,INSUFFICIENT_FUNDS,1,43.0,ESCALATE,SUCCESS,2536.32,2026-08-19 05:54:33.043570
SIM-TXN-00529,CUST-0258,Pooja Jadhav,65.3,3004.23,CARD,AUTH_FAILED,0,47.0,ESCALATE,FAILED,0.0,2026-08-15 08:40:33.043570
SIM-TXN-00530,CUST-0486,Neha Shah,67.83,1183.87,NETBANKING,BANK_TIMEOUT,1,78.0,RETRY,FAILED,0.0,2026-08-07 21:06:33.043570
SIM-TXN-00531,CUST-0176,Neha Shah,81.15,4067.87,WALLET,UNKNOWN,1,35.0,ESCALATE,FAILED,0.0,2026-08-09 07:03:33.043570
SIM-TXN-00532,CUST-0486,Neha Shah,67.83,645.99,WALLET,UNKNOWN,0,35.0,ESCALATE,SUCCESS,645.99,2026-08-07 18:16:33.043570
SIM-TXN-00533,CUST-0109,Kunal Patil,58.18,2314.93,CARD,INSUFFICIENT_FUNDS,0,38.0,ESCALATE,SUCCESS,2314.93,2026-08-31 09:31:33.043570
SIM-TXN-00534,CUST-0406,Neha Shah,97.98,926.29,NETBANKING,BANK_TIMEOUT,2,63.0,STOP,NOT_ATTEMPTED,0.0,2026-08-30 03:35:33.043570
SIM-TXN-00535,CUST-0025,Rohan Deshmukh,85.97,1448.86,UPI,AUTH_FAILED,2,27.0,STOP,NOT_ATTEMPTED,0.0,2026-08-06 17:03:33.043570
SIM-TXN-00536,CUST-0335,Rohan Deshmukh,81.6,2534.92,UPI,INSUFFICIENT_FUNDS,2,23.0,STOP,NOT_ATTEMPTED,0.0,2026-08-07 01:26:33.043570
SIM-TXN-00537,CUST-0214,Sneha Kulkarni,67.28,1226.19,UPI,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-13 07:01:33.043570
SIM-TXN-00538,CUST-0243,Amit Joshi,80.38,1794.27,CARD,INSUFFICIENT_FUNDS,2,23.0,STOP,NOT_ATTEMPTED,0.0,2026-08-30 11:26:33.043570
SIM-TXN-00539,CUST-0005,Rohan Deshmukh,46.68,5459.07,UPI,BANK_ERROR,2,40.0,STOP,NOT_ATTEMPTED,0.0,2026-08-25 11:16:33.043570
SIM-TXN-00540,CUST-0139,Kunal Patil,94.54,1538.38,CARD,AUTH_FAILED,1,47.0,ESCALATE,FAILED,0.0,2026-08-06 13:33:33.043570
SIM-TXN-00541,CUST-0262,Priya Patil,48.3,4762.62,UPI,INSUFFICIENT_FUNDS,1,33.0,ESCALATE,SUCCESS,4762.62,2026-08-06 15:02:33.043570
SIM-TXN-00542,CUST-0255,Rohan Deshmukh,59.4,988.55,CARD,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,988.55,2026-08-10 23:14:33.043570
SIM-TXN-00543,CUST-0184,Sneha Kulkarni,86.47,3728.81,NETBANKING,INSUFFICIENT_FUNDS,0,48.0,ESCALATE,SUCCESS,3728.81,2026-08-24 09:07:33.043570
SIM-TXN-00544,CUST-0467,Aditya More,50.28,7733.02,WALLET,BANK_TIMEOUT,1,73.0,RETRY,SUCCESS,7733.02,2026-08-02 08:53:33.043570
SIM-TXN-00545,CUST-0344,Sneha Kulkarni,59.36,337.88,UPI,BANK_TIMEOUT,2,53.0,STOP,NOT_ATTEMPTED,0.0,2026-08-24 06:39:33.043570
SIM-TXN-00546,CUST-0077,Aditya More,91.53,1290.11,UPI,UNKNOWN,2,15.0,STOP,NOT_ATTEMPTED,0.0,2026-08-06 09:36:33.043570
SIM-TXN-00547,CUST-0464,Sneha Kulkarni,51.69,3872.51,CARD,BANK_TIMEOUT,1,73.0,RETRY,FAILED,0.0,2026-08-15 06:18:33.043570
SIM-TXN-00548,CUST-0136,Neha Shah,47.11,2074.68,UPI,BANK_ERROR,0,65.0,NOTIFY,FAILED,0.0,2026-08-15 00:20:33.043570
SIM-TXN-00549,CUST-0185,Rohan Deshmukh,87.52,3284.33,NETBANKING,INSUFFICIENT_FUNDS,1,43.0,ESCALATE,FAILED,0.0,2026-08-06 02:43:33.043570
SIM-TXN-00550,CUST-0436,Neha Shah,97.59,1505.4,UPI,INSUFFICIENT_FUNDS,0,48.0,ESCALATE,FAILED,0.0,2026-08-31 05:52:33.043570
SIM-TXN-00551,CUST-0088,Pooja Jadhav,68.22,2615.66,WALLET,BANK_ERROR,2,45.0,STOP,NOT_ATTEMPTED,0.0,2026-08-14 00:01:33.043570
SIM-TXN-00552,CUST-0450,Ananya Kulkarni,59.99,2154.81,NETBANKING,INSUFFICIENT_FUNDS,1,33.0,ESCALATE,SUCCESS,2154.81,2026-08-20 00:43:33.043570
SIM-TXN-00553,CUST-0205,Rohan Deshmukh,72.56,6211.92,NETBANKING,UNKNOWN,1,30.0,ESCALATE,FAILED,0.0,2026-08-23 13:20:33.043570
SIM-TXN-00554,CUST-0410,Ananya Kulkarni,97.84,2991.52,CARD,BANK_ERROR,0,75.0,RETRY,SUCCESS,2991.52,2026-08-04 11:01:33.043570
SIM-TXN-00555,CUST-0483,Amit Joshi,92.88,3197.36,UPI,INSUFFICIENT_FUNDS,1,43.0,ESCALATE,FAILED,0.0,2026-08-23 18:10:33.043570
